Average_Turnaround_Time: 196.060247, Average_Waiting_Time: 120.060247, Average_Response_Time: 10.184975
Burst_ID  	CPU_ID    	Burst_Length   	Arrival_Time   	Real_Start_Time     	Start_Time     	Finish_Time    	Turnaround_Time     	Waiting_Time        	Response_Time       	Finished  
5         	0         	90             	30.00          	40.21               	180.77         	200.85         	0.00                	0.00                	0.00                	N         
12        	3         	175            	60.00          	70.16               	195.79         	215.92         	0.00                	0.00                	0.00                	N         
3         	2         	105            	20.00          	20.05               	195.82         	215.92         	0.00                	0.00                	0.00                	N         
2         	1         	85             	20.00          	20.02               	200.75         	220.84         	0.00                	0.00                	0.00                	N         
9         	0         	80             	50.00          	60.28               	200.85         	220.93         	0.00                	0.00                	0.00                	N         
6         	1         	45             	50.00          	60.16               	220.84         	225.93         	175.93              	130.93              	10.16               	Y         
13        	0         	45             	70.00          	80.36               	220.93         	226.00         	156.00              	111.00              	10.36               	Y         
12        	3         	175            	60.00          	70.16               	215.92         	236.01         	0.00                	0.00                	0.00                	N         
11        	2         	100            	60.00          	80.27               	215.93         	236.01         	0.00                	0.00                	0.00                	N         
10        	1         	95             	50.00          	80.23               	225.94         	246.02         	0.00                	0.00                	0.00                	N         
5         	0         	90             	30.00          	40.21               	226.01         	246.08         	0.00                	0.00                	0.00                	N         
15        	2         	55             	80.00          	100.35              	236.01         	251.08         	171.08              	116.08              	20.35               	Y         
12        	3         	175            	60.00          	70.16               	236.01         	256.08         	0.00                	0.00                	0.00                	N         
14        	1         	65             	80.00          	100.31              	246.02         	266.13         	0.00                	0.00                	0.00                	N         
9         	0         	80             	50.00          	60.28               	246.08         	266.16         	216.16              	136.16              	10.28               	Y         
3         	2         	105            	20.00          	20.05               	251.09         	271.17         	0.00                	0.00                	0.00                	N         
2         	1         	85             	20.00          	20.02               	266.13         	271.21         	251.21              	166.21              	0.02                	Y         
12        	3         	175            	60.00          	70.16               	256.10         	276.16         	0.00                	0.00                	0.00                	N         
5         	0         	90             	30.00          	40.21               	266.16         	276.22         	246.22              	156.22              	10.21               	Y         
10        	1         	95             	50.00          	80.23               	271.21         	291.28         	0.00                	0.00                	0.00                	N         
11        	2         	100            	60.00          	80.27               	271.17         	291.30         	0.00                	0.00                	0.00                	N         
12        	3         	175            	60.00          	70.16               	276.16         	296.23         	0.00                	0.00                	0.00                	N         
14        	1         	65             	80.00          	100.31              	291.28         	296.34         	216.34              	151.34              	20.31               	Y         
3         	2         	105            	20.00          	20.05               	291.30         	296.36         	276.36              	171.36              	0.05                	Y         
12        	3         	175            	60.00          	70.16               	296.23         	311.31         	251.31              	76.31               	10.16               	Y         
10        	1         	95             	50.00          	80.23               	296.34         	311.40         	261.40              	166.40              	30.23               	Y         
11        	2         	100            	60.00          	80.27               	296.36         	316.43         	256.43              	156.43              	20.27               	Y         
