Average_Turnaround_Time: 807.047482, Average_Waiting_Time: 731.047482, Average_Response_Time: 93.939053
Burst_ID  	CPU_ID    	Burst_Length   	Arrival_Time   	Real_Start_Time     	Start_Time     	Finish_Time    	Turnaround_Time     	Waiting_Time        	Response_Time       	Finished  
15        	0         	55             	80.00          	281.21              	567.72         	587.79         	0.00                	0.00                	0.00                	N         
1         	0         	60             	0.00           	0.08                	587.79         	607.86         	607.86              	547.86              	0.08                	Y         
2         	0         	85             	20.00          	20.15               	607.86         	627.93         	0.00                	0.00                	0.00                	N         
3         	0         	105            	20.00          	40.24               	627.93         	648.00         	0.00                	0.00                	0.00                	N         
4         	0         	75             	30.00          	60.31               	648.01         	668.07         	0.00                	0.00                	0.00                	N         
5         	0         	90             	30.00          	80.37               	668.07         	688.14         	0.00                	0.00                	0.00                	N         
6         	0         	45             	50.00          	100.44              	688.14         	693.21         	643.21              	598.21              	50.44               	Y         
9         	0         	80             	50.00          	160.66              	693.21         	713.28         	0.00                	0.00                	0.00                	N         
10        	0         	95             	50.00          	180.73              	713.28         	733.35         	0.00                	0.00                	0.00                	N         
11        	0         	100            	60.00          	200.79              	733.35         	753.41         	0.00                	0.00                	0.00                	N         
12        	0         	175            	60.00          	220.91              	753.41         	773.49         	0.00                	0.00                	0.00                	N         
13        	0         	45             	70.00          	240.99              	773.49         	778.56         	708.56              	663.56              	170.99              	Y         
14        	0         	65             	80.00          	261.10              	778.56         	798.63         	0.00                	0.00                	0.00                	N         
15        	0         	55             	80.00          	281.21              	798.63         	813.69         	733.69              	678.69              	201.21              	Y         
2         	0         	85             	20.00          	20.15               	813.69         	833.77         	0.00                	0.00                	0.00                	N         
3         	0         	105            	20.00          	40.24               	833.78         	853.90         	0.00                	0.00                	0.00                	N         
4         	0         	75             	30.00          	60.31               	853.90         	868.98         	838.98              	763.98              	30.31               	Y         
5         	0         	90             	30.00          	80.37               	868.98         	889.09         	0.00                	0.00                	0.00                	N         
9         	0         	80             	50.00          	160.66              	889.09         	909.17         	859.17              	779.17              	110.66              	Y         
10        	0         	95             	50.00          	180.73              	909.17         	929.24         	0.00                	0.00                	0.00                	N         
11        	0         	100            	60.00          	200.79              	929.24         	949.31         	0.00                	0.00                	0.00                	N         
12        	0         	175            	60.00          	220.91              	949.31         	969.48         	0.00                	0.00                	0.00                	N         
14        	0         	65             	80.00          	261.10              	969.48         	974.64         	894.64              	829.64              	181.10              	Y         
2         	0         	85             	20.00          	20.15               	974.64         	979.71         	959.71              	874.71              	0.15                	Y         
3         	0         	105            	20.00          	40.24               	979.71         	999.78         	0.00                	0.00                	0.00                	N         
5         	0         	90             	30.00          	80.37               	999.79         	1009.86        	979.86              	889.86              	50.37               	Y         
10        	0         	95             	50.00          	180.73              	1009.86        	1024.98        	974.98              	879.98              	130.73              	Y         
11        	0         	100            	60.00          	200.79              	1024.98        	1045.09        	985.09              	885.09              	140.79              	Y         
12        	0         	175            	60.00          	220.91              	1045.09        	1065.20        	0.00                	0.00                	0.00                	N         
3         	0         	105            	20.00          	40.24               	1065.20        	1070.31        	1050.31             	945.31              	20.24               	Y         
12        	0         	175            	60.00          	220.91              	1070.31        	1090.42        	0.00                	0.00                	0.00                	N         
12        	0         	175            	60.00          	220.91              	1090.42        	1110.59        	0.00                	0.00                	0.00                	N         
12        	0         	175            	60.00          	220.91              	1110.59        	1130.66        	0.00                	0.00                	0.00                	N         
12        	0         	175            	60.00          	220.91              	1130.66        	1145.73        	1085.73             	910.73              	160.91              	Y         
